,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
5882,FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736
5883,FDN57,18.25,Low Fat,0.054344185999999996,Snack Foods,140.2154,OUT045,2002,Medium,Tier 2,Supermarket Type1,1701.7848
5884,FDI24,12.792854228644996,Low Fat,0.07836248400000001,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606
5885,FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704
5886,FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Medium,Tier 3,Grocery Store,327.5736
5887,FDG52,13.65,Low Fat,0.06573288299999999,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834
5888,DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Medium,Tier 2,Supermarket Type1,3630.6074
5889,FDS45,12.792854228644996,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866
5890,FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Medium,Tier 3,Grocery Store,231.6984
5891,DRK12,9.5,Low Fat,0.041878397000000005,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16
5892,DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446
5893,FDL58,5.78,Regular,0.0,Snack Foods,263.7568,OUT017,2007,Medium,Tier 2,Supermarket Type1,2636.5679999999998
5894,NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Medium,Tier 2,Supermarket Type1,1272.3438
5895,NCZ54,14.65,Low Fat,0.0,Household,161.5552,OUT010,1998,Medium,Tier 3,Grocery Store,324.9104
5896,FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Medium,Tier 3,Grocery Store,131.1626
5897,FDR44,6.11,Regular,0.0,Fruits and Vegetables,131.2968,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936
5898,FDP28,13.65,Regular,0.13497562800000001,Frozen Foods,260.0936,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936
5899,FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294
5900,FDA39,6.32,Low Fat,0.0,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838
5901,FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026
5902,FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224
5903,FDH28,15.85,Regular,0.11003099699999999,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542
5904,FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552.7088
5905,DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
5906,NCO07,12.792854228644996,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998
5907,FDW20,20.75,Low Fat,0.024129332000000003,Fruits and Vegetables,124.17299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152
5908,DRF27,12.792854228644996,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134
5909,FDS49,9.0,Low Fat,0.0,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524
5910,FDX25,12.792854228644996,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964
5911,NCX42,12.792854228644996,Low Fat,0.0059496440000000005,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254
5912,FDG33,12.792854228644996,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
5913,FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.8574
5914,FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278
5915,NCD06,13.0,Low Fat,0.099325278,Household,45.406000000000006,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
5916,DRM47,12.792854228644996,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152
5917,FDS46,12.792854228644996,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782
5918,FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
5919,FDX21,12.792854228644996,Low Fat,0.08455456900000001,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328
5920,NCU05,12.792854228644996,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854
5921,NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795.1548
5922,NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168
5923,NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382
5924,FDY56,16.35,Regular,0.06276442900000001,Fruits and Vegetables,227.6062,OUT017,2007,Medium,Tier 2,Supermarket Type1,7222.5984
5925,DRJ51,14.1,Low Fat,0.08797726199999999,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352
5926,FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
5927,FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
5928,FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
5929,FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969
5930,FDF05,17.5,Low Fat,0.027022882999999998,Frozen Foods,262.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259.82
5931,DRF15,12.792854228644996,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268
5932,FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176
5933,FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012
5934,FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556
5935,FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Medium,Tier 2,Supermarket Type1,3779.0808
5936,FDQ04,12.792854228644996,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
5937,FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Medium,Tier 2,Supermarket Type1,259.66200000000003
5938,NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.34100000000001,OUT013,1987,High,Tier 3,Supermarket Type1,193.082
5939,FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687.8029999999999
5940,FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.9394
5941,FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888
5942,DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
5943,FDG28,9.285,Regular,0.049559042000000005,Frozen Foods,246.4144,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072
5944,FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,5359.69
5945,FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Medium,Tier 2,Supermarket Type1,1764.37
5946,NCR54,16.35,Low Fat,0.090486828,Household,195.21099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343
5947,FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896
5948,FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925
5949,FDG59,15.85,Low Fat,0.04347912599999999,Starchy Foods,36.7164,OUT017,2007,Medium,Tier 2,Supermarket Type1,308.9312
5950,FDM28,15.7,Low Fat,0.045166237000000005,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724
5951,FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141
5952,FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752
5953,FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
5954,FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448
5955,FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224
5956,FDH19,12.792854228644996,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996
5957,FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652
5958,FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Medium,Tier 2,Supermarket Type1,450.0808
5959,FDK21,7.905,Low Fat,0.016758568999999997,Snack Foods,250.4408,OUT010,1998,Medium,Tier 3,Grocery Store,500.6816
5960,FDZ10,12.792854228644996,Low Fat,0.044248175,Snack Foods,126.20200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558
5961,FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748
5962,NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752
5963,NCF07,12.792854228644996,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336
5964,DRE49,20.75,Low Fat,0.021370201000000002,Soft Drinks,153.0024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.036
5965,FDJ08,12.792854228644996,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538
5966,FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049
5967,FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468
5968,NCD06,13.0,Low Fat,0.099729888,Household,46.306000000000004,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.2719999999999
5969,FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
5970,NCT54,8.695,Low Fat,0.11972145099999999,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222
5971,DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.259
5972,FDM25,12.792854228644996,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
5973,FDF20,12.85,Low Fat,0.033287541000000004,Fruits and Vegetables,198.4768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.5376
5974,FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
5975,FDV60,12.792854228644996,Regular,0.11679292,Baking Goods,196.21099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508000000001
5976,FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
5977,FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408
5978,NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154
5979,FDE33,19.35,Regular,0.049916364000000005,Fruits and Vegetables,80.2644,OUT017,2007,Medium,Tier 2,Supermarket Type1,942.7728
5980,FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216
5981,FDV13,12.792854228644996,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672
5982,FDV20,12.792854228644996,Regular,0.10470453699999999,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
5983,NCQ54,17.7,Low Fat,0.012540003000000001,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659000000001
5984,FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232
5985,DRE60,9.395,Low Fat,0.15965759599999998,Soft Drinks,224.972,OUT045,2002,Medium,Tier 2,Supermarket Type1,7696.648
5986,DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775.7202
5987,FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317.0788
5988,FDR04,7.075,Low Fat,0.0,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612
5989,FDX23,6.445,Low Fat,0.029691762000000003,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796
5990,FDX19,19.1,Low Fat,0.09671552300000001,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454
5991,FDD40,20.25,Regular,0.014790558999999998,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
5992,FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
5993,FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878
5994,FDM50,12.792854228644996,Regular,0.029943462999999997,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
5995,FDB29,16.7,Regular,0.052368060999999994,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232
5996,FDF46,7.07,Low Fat,0.09386114400000001,Snack Foods,115.5834,OUT045,2002,Medium,Tier 2,Supermarket Type1,1267.0174
5997,FDA33,6.48,Low Fat,0.033968647000000005,Snack Foods,148.0076,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.8456
5998,FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.27200000000002,OUT010,1998,Medium,Tier 3,Grocery Store,452.744
5999,FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Medium,Tier 2,Supermarket Type1,3877.6192
6000,FDY31,12.792854228644996,Low Fat,0.043351895999999994,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254
6001,DRQ35,12.792854228644996,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072
6002,FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888
6003,DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Medium,Tier 2,Supermarket Type1,958.752
6004,FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204
6005,FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038
6006,NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956
6007,FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052
6008,FDZ35,9.6,Regular,0.022323658,Breads,101.29899999999999,OUT045,2002,Medium,Tier 2,Supermarket Type1,1754.3829999999998
6009,NCW17,12.792854228644996,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844
6010,FDV59,13.35,Low Fat,0.048124442999999996,Breads,216.7166,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918.8988
6011,DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
6012,FDN60,12.792854228644996,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308
6013,FDU55,16.2,Low Fat,0.035984103999999996,Fruits and Vegetables,260.6278,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.5726
6014,FDN58,12.792854228644996,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936
6015,FDC41,12.792854228644996,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701
6016,FDO01,12.792854228644996,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904
6017,NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528
6018,FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,Medium,Tier 2,Supermarket Type1,6410.3224
6019,FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,Medium,Tier 2,Supermarket Type1,1992.0736
6020,FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,2007,Medium,Tier 2,Supermarket Type1,2870.9296
6021,FDY49,12.792854228644996,Regular,0.011953901999999999,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128
6022,FDR24,17.35,Regular,0.062799379,Baking Goods,88.18299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
6023,NCY18,7.285,Low Fat,0.031125708999999998,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635
6024,NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,2002,Medium,Tier 2,Supermarket Type1,2716.4640000000004
6025,FDJ22,12.792854228644996,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008
6026,DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
6027,FDL27,6.17,Low Fat,0.010647476999999999,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.4779999999998
6028,NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944
6029,NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.5759999999996
6030,FDX25,16.7,Low Fat,0.0,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088
6031,FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
6032,FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,2002,Medium,Tier 2,Supermarket Type1,5494.8474
6033,FDT27,11.395,Regular,0.06952926200000001,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016
6034,DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
6035,FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988
6036,FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384
6037,FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816
6038,FDN39,12.792854228644996,Regular,0.065203103,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
6039,FDH40,11.6,Regular,0.07892957099999999,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864
6040,FDJ56,12.792854228644996,Low Fat,0.18251488100000002,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
6041,DRN47,12.1,Low Fat,0.016895293000000002,Hard Drinks,178.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
6042,NCO17,10.0,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.4120000000003
6043,FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,2002,Medium,Tier 2,Supermarket Type1,878.8560000000001
6044,FDT22,10.395,Low Fat,0.11227149800000001,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.1419999999999
6045,FDX26,12.792854228644996,Low Fat,0.153741385,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292
6046,FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334
6047,FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292
6048,FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.6304
6049,FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256
6050,FDL32,15.7,Regular,0.12315965599999999,Fruits and Vegetables,110.1544,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.3984
6051,FDZ07,12.792854228644996,Regular,0.0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
6052,NCW53,12.792854228644996,Low Fat,0.053392944000000005,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324
6053,NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,2002,Medium,Tier 2,Supermarket Type1,3969.4996
6054,FDX09,9.0,Low Fat,0.065236932,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228
6055,FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128
6056,FDW49,19.5,Low Fat,0.08288849599999999,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014
6057,FDB27,7.575,Low Fat,0.055390120999999994,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272
6058,FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
6059,FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014
6060,FDY28,7.47,Regular,0.0,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436
6061,FDX31,12.792854228644996,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034
6062,FDR43,12.792854228644996,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.2839999999999
6063,FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356
6064,FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,2007,Medium,Tier 2,Supermarket Type1,1176.4686
6065,FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
6066,FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386
6067,FDC50,15.85,Low Fat,0.0,Canned,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222
